"ts_number","address","city","county","date","price","details","status","page_number","raw_data","row_index","table_index"
"125105-CA","4817 W AVE","Lancaster","","08/26/2025","","125105-CA 4817 W AVE L 6, LANCASTER CA, 93536 08/26/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 07/22/2025 to 08/26/2025","","9","125105-CA 4817 W AVE L 6, LANCASTER CA, 93536 08/26/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 07/22/2025 to 08/26/2025","8","1"
"130811-CA","17925  Rodeo Dr","Madera","","08/26/2025","","130811-CA 17925  Rodeo Dr, Madera CA, 93638 08/26/2025 01:30 PM AT THE MAIN ENTRANCE TO THE COUNTY GOVERNMENT CENTER, 209 WEST YOSEMITE, MADERA, CA 93637  From 07/22/2025 to 08/26/2025","","9","130811-CA 17925  Rodeo Dr, Madera CA, 93638 08/26/2025 01:30 PM AT THE MAIN ENTRANCE TO THE COUNTY GOVERNMENT CENTER, 209 WEST YOSEMITE, MADERA, CA 93637  From 07/22/2025 to 08/26/2025","9","1"
"116606-CA","103 Curless Lane","Redcrest","","08/26/2025","","116606-CA 103 Curless Lane, Redcrest CA, 95569 08/26/2025 11:00 AM AT THE FRONT ENTRANCE TO THE COUNTY COURTHOUSE, 825 5TH ST., EUREKA, CA 95501  From 05/27/2025 to 08/26/2025","","9","116606-CA 103 Curless Lane, Redcrest CA, 95569 08/26/2025 11:00 AM AT THE FRONT ENTRANCE TO THE COUNTY COURTHOUSE, 825 5TH ST., EUREKA, CA 95501  From 05/27/2025 to 08/26/2025","10","1"
"129750-CA","30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PL","Los Angeles","","08/26/2025","","129750-CA 1431 W 90Th Place, Los Angeles CA, 90047 08/26/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 07/15/2025 to 08/26/2025","","9","129750-CA 1431 W 90Th Place, Los Angeles CA, 90047 08/26/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 07/15/2025 to 08/26/2025","11","1"
"132433-CA","00 AM AT THE FRONT ENTRANCE OF THE ADMINIST","Hanford","","08/26/2025","","132433-CA 958 N 5 1/2 Ave, Kingsburg CA, 93631 08/26/2025 09:00 AM AT THE FRONT ENTRANCE OF THE ADMINISTRATION BUILDING OF THE KINGS GOVERNMENT CENTER OF THE KINGS GOVERNMENT CENTER, 1400 W. LACEY BOULEVARD, HANFORD, CA 93230  From 06/17/2025 to 08/26/2025","","9","132433-CA 958 N 5 1/2 Ave, Kingsburg CA, 93631 08/26/2025 09:00 AM AT THE FRONT ENTRANCE OF THE ADMINISTRATION BUILDING OF THE KINGS GOVERNMENT CENTER OF THE KINGS GOVERNMENT CENTER, 1400 W. LACEY BOULEVARD, HANFORD, CA 93230  From 06/17/2025 to 08/26/2025","12","1"
"134402-CA","5793 Muldrow Road","Sacramento","","08/26/2025","","134402-CA 5793 Muldrow Road, Sacramento CA, 95841 08/26/2025 01:30 PM At the East Main entrance to the County Courthouse, 720 9th Street, Sacramento, CA 95814","","9","134402-CA 5793 Muldrow Road, Sacramento CA, 95841 08/26/2025 01:30 PM At the East Main entrance to the County Courthouse, 720 9th Street, Sacramento, CA 95814","13","1"
"110249-CA","867 Stagecoach Rd","Trinidad","","08/26/2025","","110249-CA 867 Stagecoach Rd, Trinidad CA, 95570 08/26/2025 11:00 AM AT THE FRONT ENTRANCE TO THE COUNTY COURTHOUSE, 825 5TH ST., EUREKA, CA 95501","","9","110249-CA 867 Stagecoach Rd, Trinidad CA, 95570 08/26/2025 11:00 AM AT THE FRONT ENTRANCE TO THE COUNTY COURTHOUSE, 825 5TH ST., EUREKA, CA 95501","14","1"
"135946-CA","10851 MAPLE AVENUE","Chino","","08/26/2025","","135946-CA 10851 MAPLE AVENUE, BLOOMINGTON CA, 92316 08/26/2025 01:00 PM NEAR THE FRONT STEPS LEADING UP TO THE CITY OF CHINO CIVIC CENTER, 13220 CENTRAL AVE., CHINO, CA 91710","","9","135946-CA 10851 MAPLE AVENUE, BLOOMINGTON CA, 92316 08/26/2025 01:00 PM NEAR THE FRONT STEPS LEADING UP TO THE CITY OF CHINO CIVIC CENTER, 13220 CENTRAL AVE., CHINO, CA 91710","15","1"
"136422-CA","813 W JOHNSTON ST","Colton","","08/26/2025","","136422-CA 813 W JOHNSTON ST, COLTON CA, 92324 08/26/2025 01:00 PM NEAR THE FRONT STEPS LEADING UP TO THE CITY OF CHINO CIVIC CENTER, 13220 CENTRAL AVE., CHINO, CA 91710","","9","136422-CA 813 W JOHNSTON ST, COLTON CA, 92324 08/26/2025 01:00 PM NEAR THE FRONT STEPS LEADING UP TO THE CITY OF CHINO CIVIC CENTER, 13220 CENTRAL AVE., CHINO, CA 91710","16","1"
"136386-CA","805 CHRISTINE AVE","Redding","","08/26/2025","","136386-CA 805 CHRISTINE AVE, REDDING CA, 96003 08/26/2025 11:00 AM AT THE SOUTH ENTRANCE TO THE SHASTA COUNTY ADMINISTRATION BUILDING LOCATED AT 1450 COURT STREET, REDDING, CA 96001","","9","136386-CA 805 CHRISTINE AVE, REDDING CA, 96003 08/26/2025 11:00 AM AT THE SOUTH ENTRANCE TO THE SHASTA COUNTY ADMINISTRATION BUILDING LOCATED AT 1450 COURT STREET, REDDING, CA 96001","17","1"
"126607-CA","4318 West Mcfadden Avenue","Santa Ana","","08/25/2025","","126607-CA 4318 West Mcfadden Avenue, Santa Ana CA, 92704 08/25/2025 01:30 PM At the North front entrance to the County Courthouse at 700 Civic Center Drive West, Santa Ana, CA  92701  From 07/28/2025 to 08/25/2025","","9","126607-CA 4318 West Mcfadden Avenue, Santa Ana CA, 92704 08/25/2025 01:30 PM At the North front entrance to the County Courthouse at 700 Civic Center Drive West, Santa Ana, CA  92701  From 07/28/2025 to 08/25/2025","18","1"
"126630-CA","20765 Peterson Ln","Fort Bragg","","08/25/2025","","126630-CA 20765 Peterson Ln, Fort Bragg CA, 95437 08/25/2025 09:00 AM Main entrance, Mendocino County Courthouse, 100 N. State St., Ukiah, CA 95482  From 06/20/2025 to 08/25/2025","","9","126630-CA 20765 Peterson Ln, Fort Bragg CA, 95437 08/25/2025 09:00 AM Main entrance, Mendocino County Courthouse, 100 N. State St., Ukiah, CA 95482  From 06/20/2025 to 08/25/2025","19","1"
"078710-CA","30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PL","Lancaster","","08/26/2025","","078710-CA 44613 31ST ST W, LANCASTER CA, 93536 08/26/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 07/22/2025 to 08/26/2025","","9","078710-CA 44613 31ST ST W, LANCASTER CA, 93536 08/26/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 07/22/2025 to 08/26/2025","20","1"
"127149-CA","8364 Bennington Ct","Vallejo","","08/25/2025","","127149-CA 8364 Bennington Ct, Vallejo CA, 94591 08/25/2025 09:30 AM OUTSIDE OF SANTA CLARA STREET ENTRANCE TO THE CITY HALL 555 SANTA CLARA STREET, VALLEJO, CA 94590  From 07/21/2025 to 08/25/2025","","9","127149-CA 8364 Bennington Ct, Vallejo CA, 94591 08/25/2025 09:30 AM OUTSIDE OF SANTA CLARA STREET ENTRANCE TO THE CITY HALL 555 SANTA CLARA STREET, VALLEJO, CA 94590  From 07/21/2025 to 08/25/2025","21","1"
"127125-CA","30 AM AT THE MAIN ENTRANCE TO THE EAST","San Diego","","08/25/2025","","127125-CA 9604  Paseo Montril, San Diego CA, 92129 08/25/2025 10:30 AM AT THE MAIN ENTRANCE TO THE EAST COUNTY REGIONAL CENTER BY STATUE, 250 E. MAIN STREET, EL CAJON, CA 92020  From 07/21/2025 to 08/25/2025","","9","127125-CA 9604  Paseo Montril, San Diego CA, 92129 08/25/2025 10:30 AM AT THE MAIN ENTRANCE TO THE EAST COUNTY REGIONAL CENTER BY STATUE, 250 E. MAIN STREET, EL CAJON, CA 92020  From 07/21/2025 to 08/25/2025","22","1"
"128540-CA","1820 Anchorage Way","Pittsburg","","08/25/2025","","128540-CA 1820 Anchorage Way, Discovery Bay CA, 94514 08/25/2025 01:30 PM At the north side of the Pittsburg Civic Center near the grass located at 65 Civic Avenue, Pittsburg, CA  94565  From 07/21/2025 to 08/25/2025","","9","128540-CA 1820 Anchorage Way, Discovery Bay CA, 94514 08/25/2025 01:30 PM At the north side of the Pittsburg Civic Center near the grass located at 65 Civic Avenue, Pittsburg, CA  94565  From 07/21/2025 to 08/25/2025","23","1"
"128328-CA","4521 Southern Breeze Dr","Bakersfield","","08/25/2025","","128328-CA 4521 Southern Breeze Dr, Bakersfield CA, 93313 08/25/2025 10:00 AM AT THE FRONT ENTRANCE TO THE CITY HALL, 1501 TRUXTUN AVENUE, BAKERSFIELD, CA 93301  From 07/14/2025 to 08/25/2025","","9","128328-CA 4521 Southern Breeze Dr, Bakersfield CA, 93313 08/25/2025 10:00 AM AT THE FRONT ENTRANCE TO THE CITY HALL, 1501 TRUXTUN AVENUE, BAKERSFIELD, CA 93301  From 07/14/2025 to 08/25/2025","24","1"
"129816-CA","9359  Leticia Dr","Santee","","08/25/2025","","129816-CA 9359  Leticia Dr, Santee CA, 92071 08/25/2025 10:30 AM AT THE MAIN ENTRANCE TO THE EAST COUNTY REGIONAL CENTER BY STATUE, 250 E. MAIN STREET, EL CAJON, CA 92020  From 07/21/2025 to 08/25/2025","","9","129816-CA 9359  Leticia Dr, Santee CA, 92071 08/25/2025 10:30 AM AT THE MAIN ENTRANCE TO THE EAST COUNTY REGIONAL CENTER BY STATUE, 250 E. MAIN STREET, EL CAJON, CA 92020  From 07/21/2025 to 08/25/2025","25","1"
"133008-CA","1801 Los Robles Drive","Bakersfield","","08/25/2025","","133008-CA 1801 Los Robles Drive, Bakersfield CA, 93306 08/25/2025 10:00 AM AT THE FRONT ENTRANCE TO THE CITY HALL, 1501 TRUXTUN AVENUE, BAKERSFIELD, CA 93301  From 07/14/2025 to 08/25/2025","","10","133008-CA 1801 Los Robles Drive, Bakersfield CA, 93306 08/25/2025 10:00 AM AT THE FRONT ENTRANCE TO THE CITY HALL, 1501 TRUXTUN AVENUE, BAKERSFIELD, CA 93301  From 07/14/2025 to 08/25/2025","1","1"
"116190-CA","3560 Fairmeade Rd","Pasadena","","08/25/2025","","116190-CA 3560 Fairmeade Rd, Pasadena CA, 91107 08/25/2025 11:00 AM At The Courtyard located at 400 Civic Center Plaza, Pomona, CA 91766  From 07/21/2025 to 08/25/2025","","10","116190-CA 3560 Fairmeade Rd, Pasadena CA, 91107 08/25/2025 11:00 AM At The Courtyard located at 400 Civic Center Plaza, Pomona, CA 91766  From 07/21/2025 to 08/25/2025","2","1"
"135596-CA","1823  California St","Eureka","","08/25/2025","","135596-CA 1823  California St, Eureka CA, 95501 08/25/2025 10:00 AM IN THE FRONT ENTRANCE OF THE HUMBOLDT COUNTY COURTHOUSE, 825 5TH STREET, EUREKA, CA 95501","","10","135596-CA 1823  California St, Eureka CA, 95501 08/25/2025 10:00 AM IN THE FRONT ENTRANCE OF THE HUMBOLDT COUNTY COURTHOUSE, 825 5TH STREET, EUREKA, CA 95501","3","1"
"134455-CA","707 Chaparral Hills Rd","El Cajon","","08/22/2025","","134455-CA 707 Chaparral Hills Rd, Alpine CA, 91901 08/22/2025 09:00 AM ENTRANCE OF THE EAST COUNTY REGIONAL CENTER, 250 E. MAIN STREET, EL CAJON, CA 92020","","10","134455-CA 707 Chaparral Hills Rd, Alpine CA, 91901 08/22/2025 09:00 AM ENTRANCE OF THE EAST COUNTY REGIONAL CENTER, 250 E. MAIN STREET, EL CAJON, CA 92020","4","1"
"124250-CA","00 AM At The Courtyard","Palmdale","","08/22/2025","","124250-CA 38877  Yucca Tree Stret, Palmdale CA, 93551 08/22/2025 11:00 AM At The Courtyard located at 400 Civic Center Plaza, Pomona, CA 91766  From 07/18/2025 to 08/22/2025","","10","124250-CA 38877  Yucca Tree Stret, Palmdale CA, 93551 08/22/2025 11:00 AM At The Courtyard located at 400 Civic Center Plaza, Pomona, CA 91766  From 07/18/2025 to 08/22/2025","5","1"
"132722-CA","00 AM VINEYARD","Los Angeles","","08/21/2025","","132722-CA 1422 9Th Ave, Hacienda Heights CA, 91745 08/21/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/10/2025 to 08/21/2025","","10","132722-CA 1422 9Th Ave, Hacienda Heights CA, 91745 08/21/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/10/2025 to 08/21/2025","6","1"
"132858-CA","4409 Bishop Way","Sacramento","","08/21/2025","","132858-CA 4409 Bishop Way, Sacramento CA, 95842 08/21/2025 01:30 PM OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814  From 07/17/2025 to 08/21/2025","","10","132858-CA 4409 Bishop Way, Sacramento CA, 95842 08/21/2025 01:30 PM OUTSIDE THE EAST MAIN ENTRANCE TO THE COUNTY COURTHOUSE, 720 9TH ST., SACRAMENTO, CA 95814  From 07/17/2025 to 08/21/2025","7","1"
"134333-CA","26635 Saddleback Dr","Mission Viejo","","08/21/2025","","134333-CA 26635 Saddleback Dr, Mission Viejo CA, 92691 08/21/2025 09:00 AM ON THE FRONT STEPS TO THE ENTRANCE OF THE ORANGE CIVIC CENTER, 300 E. CHAPMAN, ORANGE, CA 92866","","10","134333-CA 26635 Saddleback Dr, Mission Viejo CA, 92691 08/21/2025 09:00 AM ON THE FRONT STEPS TO THE ENTRANCE OF THE ORANGE CIVIC CENTER, 300 E. CHAPMAN, ORANGE, CA 92866","8","1"
"127186-CA","1923 W PONTIAC WAY","Fresno","","08/22/2025","","127186-CA 1923 W PONTIAC WAY, FRESNO CA, 93705 08/22/2025 10:30 AM AT THE BACKSIDE OF THE COUNTY COURTHOUSE BUILDING AT 1100 VAN NESS, FRESNO, CA 93724","","10","127186-CA 1923 W PONTIAC WAY, FRESNO CA, 93705 08/22/2025 10:30 AM AT THE BACKSIDE OF THE COUNTY COURTHOUSE BUILDING AT 1100 VAN NESS, FRESNO, CA 93724","9","1"
"131671-CA","220 Louvaine Avenue","Oakland","","08/21/2025","","131671-CA 220 Louvaine Avenue, Oakland CA, 94603 08/21/2025 12:00 PM At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612","","10","131671-CA 220 Louvaine Avenue, Oakland CA, 94603 08/21/2025 12:00 PM At the Fallon Street EmergencyExit of the Alameda County Courthouse located at 1225 Fallon Street,Oakland, CA 94612","10","1"
"134398-CA","3201 Bear Court","Placeville","","08/21/2025","","134398-CA 3201 Bear Court, Placeville CA, 95667 08/21/2025 02:30 PM Outside the Main Street entrance to the County Courthouse located at 495 Main Street, Placerville, CA 95667","","10","134398-CA 3201 Bear Court, Placeville CA, 95667 08/21/2025 02:30 PM Outside the Main Street entrance to the County Courthouse located at 495 Main Street, Placerville, CA 95667","11","1"
"134357-CA","30 AM OUTSIDE AT THE SOUTHWEST","San Rafael","","08/21/2025","","134357-CA 45  Corte De Sabla, Greenbrae CA, 94904 08/21/2025 09:30 AM OUTSIDE AT THE SOUTHWEST CORNER OF SAN RAFAEL CITY HALL, 1400 FIFTH AVE., SAN RAFAEL, CA 94901","","10","134357-CA 45  Corte De Sabla, Greenbrae CA, 94904 08/21/2025 09:30 AM OUTSIDE AT THE SOUTHWEST CORNER OF SAN RAFAEL CITY HALL, 1400 FIFTH AVE., SAN RAFAEL, CA 94901","12","1"
"120984-CA","00 AM VINEYARD","Palmdale","","08/21/2025","","120984-CA 41015 36Th St West, Palmdale CA, 93551 08/21/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/24/2025 to 08/21/2025","","10","120984-CA 41015 36Th St West, Palmdale CA, 93551 08/21/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/24/2025 to 08/21/2025","13","1"
"104343-CA","344 East Avenue","Lancaster","","08/21/2025","","104343-CA 344 East Avenue J7, Lancaster CA, 93535 08/21/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/10/2025 to 08/21/2025","","10","104343-CA 344 East Avenue J7, Lancaster CA, 93535 08/21/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/10/2025 to 08/21/2025","14","1"
"125228-CA","7251 Tiara Ln","Orange","","08/21/2025","","125228-CA 7251 Tiara Ln, La Palma CA, 90623 08/21/2025 09:00 AM ON THE FRONT STEPS TO THE ENTRANCE OF THE ORANGE CIVIC CENTER, 300 E. CHAPMAN, ORANGE, CA 92866  From 07/17/2025 to 08/21/2025","","10","125228-CA 7251 Tiara Ln, La Palma CA, 90623 08/21/2025 09:00 AM ON THE FRONT STEPS TO THE ENTRANCE OF THE ORANGE CIVIC CENTER, 300 E. CHAPMAN, ORANGE, CA 92866  From 07/17/2025 to 08/21/2025","15","1"
"128707-CA","11577 Newcastle Avenue","Los Angeles","","08/21/2025","","128707-CA 11577 Newcastle Avenue, Granada Hills CA, 91344 08/21/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/24/2025 to 08/21/2025","","10","128707-CA 11577 Newcastle Avenue, Granada Hills CA, 91344 08/21/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/24/2025 to 08/21/2025","16","1"
"129007-CA","1       Bristol Ct","San Francisco","","08/21/2025","","129007-CA 1       Bristol Ct Unit 304, San Francisco CA, 94130 08/21/2025 01:30 PM Outside the Memorial Court gates by Van Ness Avenue between 301 and 401 Van Ness Avenue, San Francisco, CA 94102  From 07/31/2025 to 08/21/2025","","10","129007-CA 1       Bristol Ct Unit 304, San Francisco CA, 94130 08/21/2025 01:30 PM Outside the Memorial Court gates by Van Ness Avenue between 301 and 401 Van Ness Avenue, San Francisco, CA 94102  From 07/31/2025 to 08/21/2025","17","1"
"100158-CA","12670 East Street","Santa Cruz","","08/21/2025","","100158-CA 12670 East Street, Boulder Creek CA, 95006 08/21/2025 01:45 PM AT THE COURTYARD STEPS TO THE SANTA CRUZ COUNTY COURTHOUSE, 701 OCEAN ST., SANTA CRUZ, CA 95060  From 07/03/2025 to 08/21/2025","","10","100158-CA 12670 East Street, Boulder Creek CA, 95006 08/21/2025 01:45 PM AT THE COURTYARD STEPS TO THE SANTA CRUZ COUNTY COURTHOUSE, 701 OCEAN ST., SANTA CRUZ, CA 95060  From 07/03/2025 to 08/21/2025","18","1"
"076494-CA","9354 STAMPS AVE","Downey","","08/21/2025","","076494-CA 9354 STAMPS AVE, DOWNEY CA, 90240 08/21/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/10/2025 to 08/21/2025","","10","076494-CA 9354 STAMPS AVE, DOWNEY CA, 90240 08/21/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/10/2025 to 08/21/2025","19","1"
"127919-CA","7211 Elizabeth Lake Rd","Los Angeles","","08/21/2025","","127919-CA 7211 Elizabeth Lake Rd, Leona Valley CA, 93551 08/21/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/24/2025 to 08/21/2025","","10","127919-CA 7211 Elizabeth Lake Rd, Leona Valley CA, 93551 08/21/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/24/2025 to 08/21/2025","20","1"
"124241-CA","22555 Fern Ann Falls Rd","Los Angeles","","08/21/2025","","124241-CA 22555 Fern Ann Falls Rd, Chatsworth CA, 91311 08/21/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 06/26/2025 to 08/21/2025","","10","124241-CA 22555 Fern Ann Falls Rd, Chatsworth CA, 91311 08/21/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 06/26/2025 to 08/21/2025","21","1"
"083609-CA","00 AM VINEYARD","Los Angeles","","08/21/2025","","083609-CA 1940 7TH STREET, LA VERNE CA, 91750 08/21/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/10/2025 to 08/21/2025","","10","083609-CA 1940 7TH STREET, LA VERNE CA, 91750 08/21/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650  From 07/10/2025 to 08/21/2025","22","1"
"129943-CA","29602 Windsong Lane","Agoura Hills","","08/21/2025","","129943-CA 29602 Windsong Lane, Agoura Hills CA, 91301 08/21/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","","10","129943-CA 29602 Windsong Lane, Agoura Hills CA, 91301 08/21/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","23","1"
"134889-CA","10365 Bryan St","Riverside","","08/20/2025","","134889-CA 10365 Bryan St, Riverside CA, 92505 08/20/2025 01:00 PM In the courtyard, of the Historic Corona Civic Center, 815 W Sixth St, Corona, CA 92882","","10","134889-CA 10365 Bryan St, Riverside CA, 92505 08/20/2025 01:00 PM In the courtyard, of the Historic Corona Civic Center, 815 W Sixth St, Corona, CA 92882","24","1"
"135707-CA","27060 BLUE HILL DR","Menifee","","08/20/2025","","135707-CA 27060 BLUE HILL DR, MENIFEE CA, 92586 08/20/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882","","10","135707-CA 27060 BLUE HILL DR, MENIFEE CA, 92586 08/20/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882","25","1"
"135936-CA","877 SWEETPEA STREET","Hemet","","08/20/2025","","135936-CA 877 SWEETPEA STREET, HEMET CA, 92545 08/20/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882","","11","135936-CA 877 SWEETPEA STREET, HEMET CA, 92545 08/20/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882","1","1"
"129016-CA","5419 S Normandie Ave","Los Angeles","","08/21/2025","","129016-CA 5419 S Normandie Ave, Los Angeles CA, 90037 08/21/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","","11","129016-CA 5419 S Normandie Ave, Los Angeles CA, 90037 08/21/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","2","1"
"129851-CA","933 N Cedar St","Inglewood","","08/21/2025","","129851-CA 933 N Cedar St Apt 6, Inglewood CA, 90302 08/21/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","","11","129851-CA 933 N Cedar St Apt 6, Inglewood CA, 90302 08/21/2025 09:00 AM VINEYARD BALLROOM, DOUBLETREE HOTEL LOS ANGELES - NORWALK, 13111 SYCAMORE DRIVE,  NORWALK, CA 90650","3","1"
"123408-CA","37427  Indus Place","Murrieta","","08/20/2025","","123408-CA 37427  Indus Place, Murrieta CA, 92563 08/20/2025 09:00 AM AUCTION.COM ROOM, 2410 WARDLOW ROAD #111, CORONA, CA 92880  From 07/09/2025 to 08/20/2025","","11","123408-CA 37427  Indus Place, Murrieta CA, 92563 08/20/2025 09:00 AM AUCTION.COM ROOM, 2410 WARDLOW ROAD #111, CORONA, CA 92880  From 07/09/2025 to 08/20/2025","4","1"
"121186-CA","1050 East Ramon Road","Corona","","08/20/2025","","121186-CA 1050 East Ramon Road, Palm Springs CA, 92264 08/20/2025 09:00 AM AUCTION.COM ROOM, 2410 WARDLOW ROAD #111, CORONA, CA 92880  From 07/09/2025 to 08/20/2025","","11","121186-CA 1050 East Ramon Road, Palm Springs CA, 92264 08/20/2025 09:00 AM AUCTION.COM ROOM, 2410 WARDLOW ROAD #111, CORONA, CA 92880  From 07/09/2025 to 08/20/2025","5","1"
